企业代号,开票日期,发票号码,金额,税额,价税合计
E1,2017-12-01,25588587,2883.96,173.04,3057.0
E1,2017-12-02,42178439,270.87,8.13,279.0
E1,2017-12-04,23217656,256.41,43.59,300.0
E1,2017-12-05,36927731,362.39,61.61,424.0
E1,2017-12-06,17955555,576.7,17.3,594.0
E1,2017-12-07,28563221,282.05,47.95,330.0
E1,2017-12-11,47008641,671.9000000000001,41.1,713.0
E1,2017-12-12,37692911,169.81,10.19,180.0
E1,2017-12-13,172374573,61364.16999999999,3681.83,65046.0
E1,2017-12-14,50873103,3218.32,314.78,3533.1
E1,2017-12-15,14189246,6932.049999999999,207.95,7140.0
E1,2017-12-18,177604844,4286.11,185.51,4471.62
E1,2017-12-19,27043311,1306.8600000000001,63.14,1370.0
E1,2017-12-20,41273785,762.3,77.7,840.0
E1,2017-12-21,672270093,641996.7799999999,798.2199999999999,642795.0
E1,2017-12-22,37907055,10683.6,356.4,11040.0
E1,2017-12-23,1478393,148.54,4.46,153.0
E1,2017-12-24,96714603,3020.3199999999997,329.68,3350.0
E1,2017-12-25,2714167,170.94,29.06,200.0
E1,2017-12-26,61768381,410.44,19.560000000000002,430.0
E1,2017-12-27,72626282,30917839.240000006,5255965.760000001,36173805.0
E1,2017-12-28,28890523,-25637043.520000003,-4358687.58,-29995731.1
E1,2017-12-29,77740413,149784109.32999998,25463074.67,175247184.0
E1,2017-12-30,3732134,9992675.21,1698754.79,11691430.0
E1,2018-01-01,29898512,186.32,31.68,218.0
E1,2018-01-02,3520127,170.94,29.06,200.0
E1,2018-01-03,73335054,2256.34,356.65999999999997,2613.0
E1,2018-01-05,102454871,470.94,38.06,509.0
E1,2018-01-06,7490255,3106.8,93.2,3200.0
E1,2018-01-08,89041057,737.86,22.14,760.0
E1,2018-01-09,6260229,2314.15,138.85,2453.0
E1,2018-01-10,23270299,224.27,6.73,231.0
E1,2018-01-11,24864121,87.38,2.62,90.0
E1,2018-01-12,24864123,165.05,4.95,170.0
E1,2018-01-13,89097567,423.24,48.04,471.28
E1,2018-01-15,80172057,1259.39,149.61,1409.0
E1,2018-01-16,23854817,516.98,31.02,548.0
E1,2018-01-18,11837287,1349.62,80.98,1430.6
E1,2018-01-19,1796617,895.05,26.85,921.9
E1,2018-01-23,32240902,358.97,61.03,420.0
E1,2018-01-24,92581906,842.34,114.66,957.0
E1,2018-01-28,31913269,411.72,36.28,448.0
E1,2018-01-29,37573796,-10342976.540000001,-1758923.46,-12101900.0
E1,2018-01-30,143222879,99761554.32,16959435.68,116720990.0
E1,2018-01-31,110504045,35586943.629999995,6045629.370000001,41632573.0
E1,2018-02-01,51619989,1083.5,32.5,1116.0
E1,2018-02-02,79145226,40772.7,2396.2999999999997,43169.0
E1,2018-02-03,35351436,153.4,4.6,158.0
E1,2018-02-04,112302069,3918.4300000000003,117.57000000000001,4036.0
E1,2018-02-05,71471099,591.6,70.4,662.0
E1,2018-02-06,4420535,-37735.85,-2264.15,-40000.0
E1,2018-02-07,45409316,173.45,29.48,202.93
E1,2018-02-08,3698513,269.23,45.77,315.0
E1,2018-02-12,55673066,517.48,15.52,533.0
E1,2018-02-13,115401924,1343.57,138.42999999999998,1482.0
E1,2018-02-14,48006974,206.84,35.16,242.0
E1,2018-02-17,10472627,1520.75,91.25,1612.0
E1,2018-02-18,47017891,74.76,2.24,77.0
E1,2018-02-19,27399346,249.51,7.49,257.0
E1,2018-02-21,53323491,456.02,51.980000000000004,508.0
E1,2018-02-22,28092576,170.94,29.06,200.0
E1,2018-02-23,21232484,163.11,4.89,168.0
E1,2018-02-24,98016839,615.8,61.739999999999995,677.54
E1,2018-02-25,64303876,784.46,23.54,808.0
E1,2018-02-26,24863314,6636.6,398.2,7034.8
E1,2018-02-27,112684091,116484544.36,19802372.640000004,136286917.0
E1,2018-02-28,100739668,39853031.11,6774949.889999999,46627981.0
E1,2018-03-01,22301110,1287.38,38.62,1326.0
E1,2018-03-02,589090823,12072.330000000002,504.66999999999996,12577.0
E1,2018-03-04,86855049,329.06,55.94,385.0
E1,2018-03-05,11190744,16550.43,2813.57,19364.0
E1,2018-03-06,47248765,500.53,66.47,567.0
E1,2018-03-07,48009929,251.28,42.72,294.0
E1,2018-03-08,111845895,1143.77,106.23,1250.0
E1,2018-03-09,2429800,7687.18,1306.82,8994.0
E1,2018-03-10,36295491,341.88,58.12,400.0
E1,2018-03-11,87695430,292.31,49.69,342.0
E1,2018-03-12,98832243,469.96999999999997,38.03,508.0
E1,2018-03-13,4439156,448.58,26.91,475.49
E1,2018-03-14,47958793,307.69,52.31,360.0
E1,2018-03-15,65058030,518.11,49.89,568.0
E1,2018-03-17,43542163,189.32,5.68,195.0
E1,2018-03-18,94234607,291.26,8.74,300.0
E1,2018-03-19,115244678,23992.109999999993,4037.8899999999994,28030.0
E1,2018-03-20,82652744,2065.89,185.81,2251.7
E1,2018-03-21,124946432,550.4200000000001,62.58,613.0
E1,2018-03-22,92336261,604.04,57.96,662.0
E1,2018-03-23,35731335,150.48,7.52,158.0
E1,2018-03-24,52549184,529.12,15.879999999999999,545.0
E1,2018-03-25,52303735,905.48,72.52,978.0
E1,2018-03-26,47072263,100.0,3.0,103.0
E1,2018-03-27,70997453,645.3,109.7,755.0
E1,2018-03-28,111030636,89846431.62,15273893.38,105120325.0
E1,2018-03-29,282793967,69028797.02,11734639.979999999,80763437.0
E1,2018-03-30,8090486,463.96000000000004,39.04,503.0
E1,2018-03-31,62970165,89857314.56,15275743.44,105133058.0
E1,2018-04-01,32983128,341.87,58.13,400.0
E1,2018-04-02,59053582,512.8199999999999,87.18,600.0
E1,2018-04-03,113727404,3742.45,506.54999999999995,4249.0
E1,2018-04-04,28225196,363.78,49.48,413.26
E1,2018-04-05,380575537,40643.880000000005,2478.12,43122.0
E1,2018-04-06,153452553,1276.22,144.77999999999997,1421.0
E1,2018-04-07,39495960,302.01,32.99,335.0
E1,2018-04-08,21363339,406.0,12.18,418.18
E1,2018-04-09,106350815,932.0400000000001,100.96000000000001,1033.0
E1,2018-04-10,39520035,628.2,106.80000000000001,735.0
E1,2018-04-12,101363908,617.61,66.39,684.0
E1,2018-04-13,85332448,171.24,29.06,200.3
E1,2018-04-14,75032808,1232.12,133.88,1366.0
E1,2018-04-15,77231201,188.03,31.97,220.0
E1,2018-04-16,302044776,1746.15,103.85,1850.0
E1,2018-04-17,51434134,-175264.96,-29795.039999999997,-205060.0
E1,2018-04-18,295699242,3678.33,353.46,4031.79
E1,2018-04-19,239812127,7277.41,251.58999999999997,7529.0
E1,2018-04-20,49322374,440.78,13.22,454.0
E1,2018-04-22,12096600,186.41,5.59,192.0
E1,2018-04-23,12505271,893.2,26.8,920.0
E1,2018-04-24,77355089,170.94,29.06,200.0
E1,2018-04-25,171416438,784.15,119.85,904.0
E1,2018-04-26,165311575,60923524.54,10354109.489999998,71277634.03
E1,2018-04-27,115853899,1880.35,184.65,2065.0
E1,2018-04-28,209017949,199152794.37,33855955.85,233008750.22
E1,2018-04-30,96877497,2886.51,122.49000000000001,3009.0
E1,2018-05-01,89934739,649.99,103.99000000000001,753.98
E1,2018-05-02,216549129,3263.94,243.05999999999997,3507.0
E1,2018-05-03,7814627,192.23,5.77,198.0
E1,2018-05-04,101119816,2940.22,158.78,3099.0
E1,2018-05-05,169138499,694.98,93.77,788.75
E1,2018-05-07,234476227,7641.119999999999,295.88,7937.0
E1,2018-05-08,77773062,172.41,27.59,200.0
E1,2018-05-09,107247197,526.78,38.22,565.0
E1,2018-05-10,39299187,431.03999999999996,68.96000000000001,500.0
E1,2018-05-11,227239597,5822.6,236.39999999999998,6059.0
E1,2018-05-12,93776782,1309.91,93.09,1403.0
E1,2018-05-13,227589127,942.67,139.98000000000002,1082.65
E1,2018-05-14,61109644,603.4499999999999,96.55000000000001,700.0
E1,2018-05-15,45967569,3312.07,49.93,3362.0
E1,2018-05-18,248700319,448.28,71.72,520.0
E1,2018-05-19,7814765,192.23,5.77,198.0
E1,2018-05-20,140884106,3408.37,166.70999999999998,3575.08
E1,2018-05-21,77986215,293.1,46.9,340.0
E1,2018-05-22,59520968,639.66,102.34,742.0
E1,2018-05-23,371471455,11792.560000000003,387.44,12180.0
E1,2018-05-24,161728231,487.06999999999994,77.92999999999999,565.0
E1,2018-05-25,123772462,5483.200000000001,852.1999999999999,6335.400000000001
E1,2018-05-26,71352545,1830.0900000000001,54.91,1885.0
E1,2018-05-27,78357388,258.62,41.38,300.0
E1,2018-05-28,139347087,897.77,117.22999999999999,1015.0
E1,2018-05-29,87398444,49463140.24999999,8209992.749999999,57673133.0
E1,2018-05-30,166460890,158219356.83999997,26345714.160000008,184565071.0
E1,2018-05-31,73265865,143486358.10999995,23000525.890000004,166486884.0
E1,2018-06-01,93029958,172.41,27.59,200.0
E1,2018-06-02,23362448,97.09,2.91,100.0
E1,2018-06-03,50418390,328.16,9.84,338.0
E1,2018-06-04,34469059,437.78,70.05,507.83
E1,2018-06-05,186498661,5167.68,456.25999999999993,5623.9400000000005
E1,2018-06-06,30443018,293.2,8.799999999999999,302.0
E1,2018-06-07,51828625,519.83,83.17,603.0
E1,2018-06-08,109660736,5038.45,319.54999999999995,5358.0
E1,2018-06-11,313992391,1207.93,193.26,1401.19
E1,2018-06-12,27562063,172.41,27.59,200.0
E1,2018-06-13,171603617,1006.85,131.69,1138.54
E1,2018-06-14,66079677,1837.8600000000001,211.14,2049.0
E1,2018-06-15,24932139,121.36,3.64,125.0
E1,2018-06-16,181016717,13519.74,848.26,14368.0
E1,2018-06-17,129456126,7460.530000000001,459.71000000000004,7920.24
E1,2018-06-18,92529644,552.77,45.230000000000004,598.0
E1,2018-06-19,95037174,448.28,71.72,520.0
E1,2018-06-20,184514136,1401.71,224.29000000000002,1626.0
E1,2018-06-21,104282201,618.95,74.05,693.0
E1,2018-06-22,114262979,1501.07,84.92999999999999,1586.0
E1,2018-06-23,92723792,3489.62,120.38,3610.0
E1,2018-06-24,81261173,625.87,100.13,726.0
E1,2018-06-25,89659676,7753.81,391.19,8145.0
E1,2018-06-26,88934750,13819.610000000002,890.39,14710.0
E1,2018-06-27,329609006,9987.130000000001,310.87,10298.0
E1,2018-06-28,218762994,162370063.78000003,25979210.220000003,188349274.0
E1,2018-06-29,327131856,229663178.65999997,36745992.34000001,266409171.0
E1,2018-06-30,31973633,256.9,41.1,298.0
E1,2018-07-01,74997750,172.41,27.59,200.0
E1,2018-07-02,74998321,397.42,63.58,461.0
E1,2018-07-03,32082084,172.41,27.59,200.0
E1,2018-07-04,76862273,2555.95,188.14999999999998,2744.1
E1,2018-07-05,331207996,86981.45999999999,2797.6100000000006,89779.07
E1,2018-07-06,193580822,1537.37,157.63,1695.0
E1,2018-07-07,89630078,1182.5900000000001,79.41,1262.0
E1,2018-07-08,145751490,993.05,72.95,1066.0
E1,2018-07-09,31830458,471.7,28.3,500.0
E1,2018-07-10,113465901,830.05,94.94999999999999,925.0
E1,2018-07-11,31255525,3196.99,490.39,3687.38
E1,2018-07-12,104024509,431.03,68.97,500.0
E1,2018-07-13,142686535,3396.17,234.19,3630.36
E1,2018-07-14,23337698,685.49,41.51,727.0
E1,2018-07-15,34329328,223.3,6.7,230.0
E1,2018-07-16,289125673,6652.27,346.72999999999996,6999.0
E1,2018-07-17,97719924,1066.96,88.04,1155.0
E1,2018-07-18,165339306,72602.51999999999,2285.480000000001,74888.0
E1,2018-07-19,106771096,448.28,71.72,520.0
E1,2018-07-20,125333300,150691.9,23956.100000000002,174648.0
E1,2018-07-21,74190771,90.51,14.49,105.0
E1,2018-07-22,63492189,493.2,14.8,508.0
E1,2018-07-23,32089290,172.41,27.59,200.0
E1,2018-07-24,27587156,258.62,41.38,300.0
E1,2018-07-25,34456508,567.96,17.04,585.0
E1,2018-07-26,207614772,106199506.02000001,16991920.990000002,123191427.00999999
E1,2018-07-27,131382602,31803.579999999998,978.4200000000001,32782.0
E1,2018-07-29,44380431,15067.41,517.5899999999999,15585.0
E1,2018-07-30,166262088,33076.14,1045.8600000000001,34122.0
E1,2018-07-31,110710938,119549299.17999998,19127887.819999997,138677187.0
E1,2018-08-01,126698975,580.1800000000001,39.81999999999999,620.0
E1,2018-08-02,238969016,1435.0100000000002,154.89,1589.9
E1,2018-08-03,34215828,7116.1,235.9,7352.0
E1,2018-08-04,8312999,990.29,29.71,1020.0
E1,2018-08-05,456262108,16238.710000000001,489.2899999999998,16728.0
E1,2018-08-06,852031,518.97,83.03,602.0
E1,2018-08-07,42727040,692.14,98.12,790.26
E1,2018-08-08,114050115,1740.7199999999998,149.28000000000003,1890.0
E1,2018-08-09,162748174,722.68,115.63,838.31
E1,2018-08-10,5693992,1035.92,31.08,1067.0
E1,2018-08-11,106867588,1345.12,114.88,1460.0
E1,2018-08-12,74088555,129.31,20.69,150.0
E1,2018-08-13,155923451,775.0,124.0,899.0
E1,2018-08-14,192124371,500.9,62.1,563.0
E1,2018-08-15,74459256,172.41,27.59,200.0
E1,2018-08-16,117919334,7957.49,301.62,8259.11
E1,2018-08-17,78864738,2600.3099999999995,150.69,2751.0
E1,2018-08-18,148679863,606.89,97.11,704.0
E1,2018-08-20,8789125,2632.41,27.59,2660.0
E1,2018-08-21,191079128,5628.3600000000015,313.64,5942.0
E1,2018-08-23,126324201,42461.35,1341.6499999999996,43803.0
E1,2018-08-25,90702330,178.45,28.55,207.0
E1,2018-08-26,6241271,318.97,51.03,370.0
E1,2018-08-27,72738854,482.76,77.24,560.0
E1,2018-08-28,73979650,870.64,96.52000000000001,967.1600000000001
E1,2018-08-29,200945392,-4211610.87,-673857.7300000001,-4885468.6
E1,2018-08-30,114042231,89677806.15,14348390.85,104026197.0
E1,2018-08-31,172346521,1507.6599999999999,148.34,1656.0
E1,2018-09-01,4096808,61.32,3.68,65.0
E1,2018-09-02,38960540,353.45,56.55,410.0
E1,2018-09-03,40429112,172.42,27.58,200.0
E1,2018-09-04,208428676,90750.67,12879.33,103630.0
E1,2018-09-05,186895245,378.45,60.55,439.0
E1,2018-09-07,123878207,4428.45,324.55,4753.0
E1,2018-09-08,176252760,1011.0,108.0,1119.0
E1,2018-09-09,42122080,335.51,32.49,368.0
E1,2018-09-10,74498789,241.38,38.62,280.0
E1,2018-09-11,194259687,7306.42,486.76,7793.18
E1,2018-09-12,139934768,3092.66,174.82,3267.48
E1,2018-09-13,376960066,19196.340000000004,272.66,19469.0
E1,2018-09-14,233876924,20753.56,280.67,21034.23
E1,2018-09-15,52866294,289.65,46.35,336.0
E1,2018-09-16,305860851,9938.79,506.15999999999997,10444.95
E1,2018-09-17,64527885,9248.63,957.21,10205.84
E1,2018-09-18,99040277,431.03999999999996,68.96000000000001,500.0
E1,2018-09-19,39165193,1497.03,71.97,1569.0
E1,2018-09-20,250143428,121003.59999999998,7034.63,128038.23000000001
E1,2018-09-21,141759701,1827.6599999999999,231.33999999999997,2059.0
E1,2018-09-22,143600219,584.5,38.5,623.0
E1,2018-09-23,235373996,28417.35,584.05,29001.4
E1,2018-09-24,95743318,202.58,32.42,235.0
E1,2018-09-25,55288717,2695.63,382.37,3078.0
E1,2018-09-26,548732400,55728.86,3432.03,59160.89
E1,2018-09-28,112914411,4272247.42,683444.58,4955692.0
E1,2018-09-29,59799053,153431644.05,24548888.95,177980533.0
E1,2018-09-30,5466199,19963868.939999998,3194174.0599999996,23158043.0
E1,2018-10-01,80675012,1265.31,109.69,1375.0
E1,2018-10-02,39942319,410.68,12.32,423.0
E1,2018-10-03,125307576,2998.13,198.87,3197.0
E1,2018-10-04,75408029,664.98,98.02000000000001,763.0
E1,2018-10-05,91581984,9620.82,340.18,9961.0
E1,2018-10-06,39856207,877.26,48.739999999999995,926.0
E1,2018-10-07,52747121,172.42,27.58,200.0
E1,2018-10-08,18357031,599.39,51.61000000000001,651.0
E1,2018-10-09,29361419,3676.64,572.36,4249.0
E1,2018-10-10,79801782,5368.320000000001,320.68,5689.0
E1,2018-10-11,102280955,431.03999999999996,68.96000000000001,500.0
E1,2018-10-13,10756080,355.90999999999997,33.09,389.0
E1,2018-10-14,39552734,794.9300000000001,36.07,831.0
E1,2018-10-15,13766064,10886.01,653.17,11539.18
E1,2018-10-16,95974714,748.12,72.88,821.0
E1,2018-10-17,151965213,737.5699999999999,57.43000000000001,795.0
E1,2018-10-18,171828159,149163.09,8975.91,158139.0
E1,2018-10-19,207784369,71240.16,4355.84,75596.0
E1,2018-10-20,58701714,2916.2799999999997,208.29999999999998,3124.58
E1,2018-10-21,34016438,637.86,19.14,657.0
E1,2018-10-22,123383903,101665.86,6163.14,107829.0
E1,2018-10-23,365824076,3058.88,300.12,3359.0
E1,2018-10-24,81471347,137930.14,8306.860000000002,146237.0
E1,2018-10-25,136653289,3244.87,475.13,3720.0
E1,2018-10-26,17402860,38767.24,6202.76,44970.0
E1,2018-10-27,111921479,659.9399999999999,80.6,740.54
E1,2018-10-28,40218160,450.0,72.0,522.0
E1,2018-10-29,330904416,99161480.13000001,15864438.38,115025918.50999999
E1,2018-10-30,106034406,99722255.21000001,15955560.79,115677816.0
E1,2018-10-31,55312550,99277693.05999999,15884430.939999998,115162124.0
E1,2018-11-01,128008074,990.03,138.97000000000003,1129.0
E1,2018-11-02,30691633,172.41,27.59,200.0
E1,2018-11-03,289687253,1167.17,142.82999999999998,1310.0
E1,2018-11-04,52818307,418.11,66.89,485.0
E1,2018-11-06,115366571,699.13,111.87,811.0
E1,2018-11-08,8532748,320.39,9.61,330.0
E1,2018-11-09,52998950,172.41,27.59,200.0
E1,2018-11-10,46761924,349.51,10.49,360.0
E1,2018-11-11,97375880,189.66,30.34,220.0
E1,2018-11-13,24673481,585.44,17.56,603.0
E1,2018-11-14,15902173,192.23,5.77,198.0
E1,2018-11-15,98644693,427.57,43.42999999999999,471.0
E1,2018-11-16,83404831,388.34,11.66,400.0
E1,2018-11-17,17210809,406.8,12.2,419.0
E1,2018-11-18,123359379,809.9200000000001,78.08,888.0
E1,2018-11-19,134263138,846.6600000000001,108.34,955.0
E1,2018-11-20,46415942,216.38,34.62,251.0
E1,2018-11-22,17020528,521.92,38.08,560.0
E1,2018-11-23,87423581,302.58,48.42,351.0
E1,2018-11-24,53527449,248.54000000000002,7.46,256.0
E1,2018-11-26,7237201,172.41,27.59,200.0
E1,2018-11-27,6273282,310.34,49.66,360.0
E1,2018-11-28,97922002,4046540.59,647446.5,4693987.09
E1,2018-11-29,110640686,66368794.04000002,10618965.96,76987760.0
E1,2018-11-30,8194410,119664771.33,19146275.669999998,138811047.0
E1,2018-12-03,67429963,923.68,121.37,1045.05
E1,2018-12-04,82843862,258.62,41.38,300.0
E1,2018-12-05,333092609,1987.5299999999997,185.47,2173.0
E1,2018-12-06,82855700,211.21,33.79,245.0
E1,2018-12-08,128190035,7637.27,262.73,7900.0
E1,2018-12-10,37617252,633.31,59.93000000000001,693.24
E1,2018-12-11,242251877,1004.8899999999999,112.15,1117.04
E1,2018-12-12,57068705,375.86,60.14,436.0
E1,2018-12-13,144254392,638.8,102.2,741.0
E1,2018-12-14,45726518,841.8199999999999,84.89,926.71
E1,2018-12-15,82711300,341.38,54.62,396.0
E1,2018-12-17,224473407,21721.280000000002,698.7199999999999,22420.0
E1,2018-12-18,113442681,631.89,101.11,733.0
E1,2018-12-19,144542324,67854.37999999999,2035.62,69890.0
E1,2018-12-20,123959028,1033.19,165.3,1198.49
E1,2018-12-21,123037963,-8560.51,-107.53999999999999,-8668.05
E1,2018-12-24,79771674,764.65,122.35,887.0
E1,2018-12-25,158640773,749673.62,45012.880000000005,794686.5
E1,2018-12-26,52904406,88617249.14000002,14178759.86,102796009.0
E1,2018-12-27,26325743,1757.3200000000002,122.68,1880.0
E1,2018-12-28,7113716,51222102.95999999,8195269.04,59417372.0
E1,2018-12-29,223891517,193747117.64000005,30999490.359999996,224746608.0
E1,2018-12-30,95411914,417.48,12.52,430.0
E1,2018-12-31,57720116,326.27,52.2,378.47
E1,2019-01-01,44521986,269.9,8.1,278.0
E1,2019-01-02,140784216,586.2,93.80000000000001,680.0
E1,2019-01-03,60135926,24542.43,757.57,25300.0
E1,2019-01-05,36359985,685.8900000000001,70.11,756.0
E1,2019-01-06,62354851,431.63,35.37,467.0
E1,2019-01-07,48942024,172.41,27.59,200.0
E1,2019-01-08,184342003,772.69,79.31,852.0
E1,2019-01-09,166175588,1899.98,303.99999999999994,2203.98
E1,2019-01-10,20091932,339.62,20.38,360.0
E1,2019-01-11,115426119,1620.85,113.04999999999998,1733.9
E1,2019-01-13,42221266,182.76,29.24,212.0
E1,2019-01-14,47465122,405.09000000000003,64.81,469.9
E1,2019-01-15,247139579,9964.18,609.82,10574.0
E1,2019-01-16,58210764,314.66,50.34,365.0
E1,2019-01-17,123233307,1354.94,63.059999999999995,1418.0
E1,2019-01-18,101932147,686.46,66.53999999999999,753.0
E1,2019-01-20,92336390,2208.25,91.2,2299.45
E1,2019-01-21,116815643,1547.14,86.86,1634.0
E1,2019-01-22,42222329,192.24,30.76,223.0
E1,2019-01-23,172388582,708.6200000000001,113.38,822.0
E1,2019-01-24,433425,4485913.79,717746.21,5203660.0
E1,2019-01-25,124526748,91230939.95,14596950.370000001,105827890.32
E1,2019-01-26,44797444,81.13,4.87,86.0
E1,2019-01-27,114344721,5808.97,199.03,6008.0
E1,2019-01-28,57745683,251.72,40.28,292.0
E1,2019-01-29,85793573,496.23,29.77,526.0
E1,2019-01-30,31670163,330.17,52.83,383.0
E1,2019-01-31,50749801,620.39,18.61,639.0
E1,2019-02-01,141094780,1276.42,59.08,1335.5
E1,2019-02-02,58716092,1604.07,219.92999999999998,1824.0
E1,2019-02-03,56834301,172.49,27.6,200.09
E1,2019-02-06,31114055,172.41,27.59,200.0
E1,2019-02-08,50845981,2683.44,197.28,2880.7200000000003
E1,2019-02-09,102629604,958.62,153.38,1112.0
E1,2019-02-10,85405502,1645.28,98.72,1744.0
E1,2019-02-11,42232884,185.34,29.66,215.0
E1,2019-02-12,30875410,302.34,48.38,350.72
E1,2019-02-13,8668625,186.79,11.21,198.0
E1,2019-02-14,42563210,172.41,27.59,200.0
E1,2019-02-15,155178381,2311.04,102.96,2414.0
E1,2019-02-16,69870435,538.58,50.42,589.0
E1,2019-02-17,126304619,638.69,62.31,701.0
E1,2019-02-19,5979261,4282.76,685.24,4968.0
E1,2019-02-20,314207872,1641.28,234.4,1875.68
E1,2019-02-21,433499083,7125.870000000001,958.63,8084.5
E1,2019-02-22,26210411,533.01,15.99,549.0
E1,2019-02-23,155174519,863.5,109.85000000000001,973.35
E1,2019-02-25,26071713,226.21,6.79,233.0
E1,2019-02-26,87122331,1900387.93,304062.07,2204450.0
E1,2019-02-27,68593125,68965882.78,11034541.22,80000424.0
E1,2019-02-28,32496988,25667527.62,4106804.38,29774332.0
E1,2019-03-02,113126739,753.8399999999999,40.160000000000004,794.0
E1,2019-03-03,341621654,1345.2800000000002,94.71999999999998,1440.0
E1,2019-03-04,92580581,2112.21,85.79,2198.0
E1,2019-03-05,31462596,375.0,60.0,435.0
E1,2019-03-06,237015145,3784.4800000000005,150.51999999999998,3935.0
E1,2019-03-07,55977481,375.0,60.0,435.0
E1,2019-03-08,118002361,1132.0,155.0,1287.0
E1,2019-03-09,147130081,2471.8999999999996,352.1,2824.0
